0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00024451,0.00093941,0.00024451,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.002302,0.0073236,0.0099277,0.01015,0.0099277,0.0073236,0.002302,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0041384,0.010043,0.01015,0.01015,0.01015,0.01015,0.01015,0.010043,0.0041384,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.002302,0.010043,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.010043,0.002302,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0073236,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.0073236,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00024451,0.0099277,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.0099277,0.00024451,0,0,0,0,0,0
0,0,0,0,0,0,0.00093941,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.00093941,0,0,0,0,0,0
0,0,0,0,0,0,0.00024451,0.0099277,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.0099277,0.00024451,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0073236,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.0073236,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.002302,0.010043,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.01015,0.010043,0.002302,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0041384,0.010043,0.01015,0.01015,0.01015,0.01015,0.01015,0.010043,0.0041384,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.002302,0.0073236,0.0099277,0.01015,0.0099277,0.0073236,0.002302,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00024451,0.00093941,0.00024451,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
